GAME_DATE_EST,SEASON,HOME_TEAM_ID,VISITOR_TEAM_ID,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,target
2003-11-11,2003,1610612745,1610612748,0.449,0.9,0.417,21.0,36.0,0.347,0.607,0.125,15.0,42.0,1
2003-11-12,2003,1610612738,1610612741,0.3289999999999999,0.667,0.296,22.0,42.0,0.431,0.6859999999999999,0.5,14.0,47.0,0
2003-11-12,2003,1610612747,1610612761,0.416,0.622,0.286,22.0,47.0,0.348,0.893,0.3329999999999999,15.0,44.0,1
2003-11-12,2003,1610612748,1610612739,0.455,0.765,0.385,21.0,40.0,0.451,0.5670000000000001,0.25,21.0,42.0,1
2003-11-12,2003,1610612744,1610612765,0.447,0.792,0.0,24.0,44.0,0.402,0.81,0.25,26.0,44.0,1
2003-11-12,2003,1610612756,1610612737,0.429,0.72,0.222,14.0,41.0,0.457,0.833,0.476,19.0,44.0,0
2003-11-12,2003,1610612740,1610612762,0.4629999999999999,0.7859999999999999,0.5,24.0,30.0,0.486,0.7829999999999999,0.083,26.0,35.0,1
2003-11-12,2003,1610612751,1610612759,0.36,0.667,0.111,25.0,40.0,0.41,0.8420000000000001,0.3329999999999999,16.0,50.0,0
2003-11-12,2003,1610612753,1610612763,0.452,0.667,0.25,20.0,47.0,0.446,0.762,0.474,18.0,37.0,0
2003-11-12,2003,1610612749,1610612760,0.379,0.846,0.217,22.0,51.0,0.494,0.667,0.667,25.0,43.0,0
2003-11-13,2003,1610612757,1610612758,0.522,0.889,0.286,28.0,44.0,0.484,0.917,0.4579999999999999,31.0,38.0,1
2003-11-13,2003,1610612741,1610612750,0.419,0.679,0.5329999999999999,24.0,41.0,0.452,0.706,0.267,24.0,44.0,0
2003-11-13,2003,1610612742,1610612745,0.45,0.821,0.105,19.0,44.0,0.402,1.0,0.348,23.0,42.0,1
2003-11-14,2003,1610612747,1610612765,0.474,0.7240000000000001,0.1669999999999999,18.0,41.0,0.425,1.0,0.2,22.0,36.0,1
2003-11-14,2003,1610612754,1610612760,0.402,0.765,0.5,25.0,52.0,0.365,0.762,0.381,16.0,37.0,1
2003-11-14,2003,1610612750,1610612762,0.392,0.737,0.385,22.0,40.0,0.451,0.679,0.222,16.0,38.0,0
2003-11-14,2003,1610612748,1610612764,0.409,0.7,0.4,19.0,53.0,0.4479999999999999,0.679,0.286,16.0,43.0,1
2003-11-14,2003,1610612738,1610612739,0.41,0.767,0.4,19.0,43.0,0.351,0.722,0.286,16.0,50.0,1
2003-11-14,2003,1610612745,1610612756,0.3879999999999999,0.654,0.35,17.0,42.0,0.38,0.913,0.235,19.0,48.0,1
2003-11-14,2003,1610612758,1610612761,0.5,0.929,0.385,29.0,48.0,0.3379999999999999,0.778,0.25,10.0,34.0,1
2003-11-14,2003,1610612743,1610612753,0.382,0.7609999999999999,0.3,22.0,53.0,0.4479999999999999,0.667,0.6,21.0,45.0,1
2003-11-14,2003,1610612751,1610612752,0.435,0.618,0.5710000000000001,24.0,39.0,0.375,0.909,0.353,18.0,43.0,1
2003-11-14,2003,1610612755,1610612759,0.493,0.628,0.3329999999999999,21.0,43.0,0.375,0.75,0.316,26.0,51.0,1
2003-11-14,2003,1610612744,1610612746,0.418,0.76,0.188,23.0,51.0,0.494,0.7859999999999999,0.267,16.0,40.0,0
2003-11-15,2003,1610612764,1610612759,0.337,0.556,0.385,13.0,40.0,0.475,0.789,0.4,28.0,53.0,0
2003-11-15,2003,1610612763,1610612742,0.449,0.688,0.3329999999999999,25.0,51.0,0.402,0.63,0.316,22.0,58.0,1
2003-11-15,2003,1610612740,1610612757,0.5,0.857,0.474,23.0,46.0,0.361,0.789,0.235,16.0,40.0,1
2003-11-15,2003,1610612749,1610612762,0.493,0.774,0.444,22.0,29.0,0.44,0.696,0.417,23.0,47.0,1
2003-11-15,2003,1610612741,1610612760,0.473,0.789,0.385,20.0,40.0,0.474,0.7859999999999999,0.481,24.0,34.0,0
2003-11-15,2003,1610612739,1610612755,0.4370000000000001,0.7,0.125,24.0,57.0,0.337,0.741,0.182,16.0,50.0,1
2003-11-15,2003,1610612756,1610612765,0.4629999999999999,0.8240000000000001,0.176,12.0,40.0,0.473,0.6920000000000001,0.375,15.0,36.0,0
2003-11-15,2003,1610612737,1610612751,0.382,0.767,0.3329999999999999,19.0,39.0,0.479,0.867,0.444,23.0,38.0,0
2003-11-15,2003,1610612752,1610612754,0.488,0.7140000000000001,0.429,20.0,50.0,0.4579999999999999,0.6920000000000001,0.611,19.0,29.0,0
2003-11-15,2003,1610612746,1610612753,0.41,0.731,0.348,23.0,45.0,0.436,0.769,0.4,13.0,42.0,1
2003-11-16,2003,1610612747,1610612748,0.446,0.7170000000000001,0.0,22.0,43.0,0.363,0.5589999999999999,0.0,10.0,45.0,1
2003-11-16,2003,1610612758,1610612744,0.424,0.857,0.625,24.0,47.0,0.524,0.579,0.5,21.0,35.0,1
2003-11-16,2003,1610612761,1610612745,0.418,0.868,0.182,22.0,42.0,0.369,0.861,0.25,11.0,44.0,1
2003-11-17,2003,1610612755,1610612745,0.315,0.741,0.0,17.0,44.0,0.325,0.813,0.321,16.0,50.0,0
2003-11-17,2003,1610612762,1610612753,0.364,0.7879999999999999,0.0,21.0,52.0,0.429,0.758,0.375,16.0,31.0,1
2003-11-17,2003,1610612742,1610612757,0.471,0.7,0.45,26.0,45.0,0.4429999999999999,0.7140000000000001,0.3329999999999999,22.0,53.0,1
2003-11-17,2003,1610612737,1610612764,0.423,0.872,0.231,12.0,39.0,0.39,0.75,0.375,19.0,44.0,0
2003-11-17,2003,1610612752,1610612738,0.3720000000000001,0.882,0.435,23.0,53.0,0.37,0.774,0.143,22.0,44.0,1
2003-11-18,2003,1610612750,1610612743,0.462,0.85,0.0,27.0,47.0,0.321,0.762,0.4,17.0,38.0,1
2003-11-18,2003,1610612759,1610612744,0.5,0.5329999999999999,0.588,27.0,39.0,0.447,0.625,0.3,15.0,38.0,1
2003-11-18,2003,1610612765,1610612747,0.568,0.833,0.222,23.0,46.0,0.469,0.826,0.125,25.0,27.0,1
2003-11-18,2003,1610612756,1610612741,0.474,0.7190000000000001,0.0,28.0,46.0,0.407,0.778,0.133,17.0,45.0,1
2003-11-18,2003,1610612749,1610612737,0.377,0.8420000000000001,0.25,18.0,41.0,0.4579999999999999,0.875,0.286,22.0,48.0,0
2003-11-18,2003,1610612760,1610612748,0.439,0.696,0.37,14.0,30.0,0.527,0.7240000000000001,0.5,20.0,48.0,0
2003-11-18,2003,1610612751,1610612740,0.39,0.913,0.235,20.0,38.0,0.407,0.6920000000000001,0.3329999999999999,22.0,50.0,0
2003-11-18,2003,1610612739,1610612746,0.481,0.629,0.3,18.0,48.0,0.319,0.8440000000000001,0.5329999999999999,19.0,53.0,1
2003-11-19,2003,1610612745,1610612744,0.436,0.563,0.5329999999999999,20.0,38.0,0.4529999999999999,0.6,0.176,26.0,39.0,1
2003-11-19,2003,1610612764,1610612739,0.389,0.774,0.421,18.0,46.0,0.4679999999999999,0.778,0.25,22.0,43.0,1
2003-11-19,2003,1610612754,1610612746,0.423,0.885,0.182,21.0,49.0,0.365,0.767,0.083,13.0,42.0,1
2003-11-19,2003,1610612752,1610612747,0.429,1.0,0.263,17.0,41.0,0.4320000000000001,0.787,0.375,18.0,41.0,0
2003-11-19,2003,1610612738,1610612740,0.406,0.762,0.25,18.0,31.0,0.366,0.5710000000000001,0.2269999999999999,17.0,50.0,0
2003-11-19,2003,1610612763,1610612765,0.4379999999999999,0.7390000000000001,0.263,24.0,38.0,0.481,0.741,0.7140000000000001,20.0,46.0,0
2003-11-19,2003,1610612743,1610612749,0.3979999999999999,0.765,0.182,27.0,50.0,0.3829999999999999,0.7829999999999999,0.462,29.0,41.0,1
2003-11-19,2003,1610612761,1610612755,0.406,0.789,0.222,19.0,35.0,0.42,0.8,0.5,18.0,42.0,0
2003-11-19,2003,1610612762,1610612758,0.471,0.73,0.143,24.0,40.0,0.58,0.821,0.353,27.0,36.0,0
2003-11-19,2003,1610612757,1610612748,0.479,0.733,0.3329999999999999,19.0,42.0,0.447,0.625,0.389,27.0,39.0,1
2003-11-20,2003,1610612756,1610612753,0.513,0.7140000000000001,0.5,28.0,34.0,0.419,0.75,0.263,20.0,50.0,1
